account_id,customer_id,account_type_id,branch_id,account_open_date,account_close_date,account_status,created_by,updated_by,created_date,updated_date,account_number,ACCOUNT_APPLICATION_ID
22532,91413,15,2283,2018-09-07,2023-04-14,Close,Anita Williams,Martha Potter,2022-09-28,2021-12-30,3264890909,67532
22533,24306,16,25517,2020-12-25,2022-01-01,Close,Tracy Smith,Patrick Mcdowell,2021-10-28,2021-03-22,1692848603,67534
22534,44883,15,1646,2023-06-16,2023-06-16,Close,Jacob Lopez,Sean Mitchell,2019-11-18,2020-12-09,7528852318,67537
22535,90956,4,16268,2019-03-29,,Open,Janice Douglas,Jacqueline Lambert,2019-09-03,2020-11-11,9361037772,67541
22536,51652,11,5103,2021-08-30,2022-12-25,Close,John Alexander,Michael Taylor,2022-02-26,2021-12-11,4435799750,67543
22537,98526,2,6102,2021-06-16,2021-08-22,Close,Kevin Harrison,Joshua Romero MD,2021-08-26,2022-10-13,681377204,67544
22538,11269,11,25553,2019-10-15,2020-06-10,Close,Daniel Castaneda,Samuel Smith,2021-07-17,2022-09-13,8626115964,67547
22539,81587,6,10702,2023-05-21,2023-06-19,Close,Ashley Buchanan,Christina Gutierrez,2018-12-11,2022-07-10,3953977829,67548
22540,95171,11,3758,2021-01-04,2021-06-26,Close,Matthew Taylor,Michael Sanders,2018-04-18,2023-05-01,7230306746,67557
22541,91,13,3398,2020-01-12,,Open,Daniel Clark,Meghan Williams,2019-03-14,2021-05-15,5609614484,67558
22542,53579,16,19966,2020-12-06,2023-05-25,Close,Kimberly Frazier,Jennifer Rogers,2019-02-10,2021-10-21,8252756840,67559
22543,45204,3,2811,2022-06-19,,Open,Jason Williams,Marcus Spence,2018-10-13,2021-10-27,9804607587,67560
22544,12272,16,24957,2021-03-07,,Open,Nicole Smith,Vanessa Gallegos,2021-10-26,2021-04-27,2075021911,67561
22545,24798,9,15840,2022-07-10,2023-01-29,Close,Martin Chandler,Jason Ray,2018-02-06,2021-12-02,3279735205,67569
22546,24303,5,29651,2022-12-22,2023-05-05,Close,John Ayala,Robert Olson,2019-04-25,2021-11-23,5163963349,67575
22547,47012,11,7501,2021-09-08,2021-12-29,Close,Amy Shea,Craig Adkins,2021-10-16,2021-11-30,9464322618,67577
22548,70165,11,27852,2022-05-13,,Open,Susan Meyer,Michele Miller,2022-06-21,2023-05-14,4940464792,67579
22549,35040,5,22080,2022-11-19,,Open,Jennifer Kane,Micheal Wood,2022-07-27,2020-10-06,3550547426,67584
22550,86944,4,26687,2021-03-26,2022-11-01,Close,Jason Jacobs,Jason Dorsey,2018-07-19,2020-11-07,7158933219,67586
22551,51738,18,29189,2021-11-23,2021-12-22,Close,Lisa Ortiz,Dustin Alexander,2018-08-23,2020-10-05,679068084,67594
22552,31007,12,19085,2018-10-19,2021-08-19,Close,Donald Ward,Steven Morrison,2019-03-02,2021-08-16,1119382415,67596
22553,76680,2,2150,2022-07-04,,Open,Mark Clark,Chad Terrell,2021-01-16,2021-10-26,5600380513,67602
22554,60122,10,13726,2018-06-02,,Open,Roberto Pearson,Rebecca Hanson,2020-07-03,2021-03-11,3322539306,67607
22555,69096,2,3662,2022-02-22,,Open,Michelle Terry,Tammy Martinez,2020-10-09,2023-01-13,6227073055,67612
22556,38665,15,29074,2021-05-02,2023-02-08,Close,Corey Carney,Molly Greene,2021-07-24,2021-06-09,1217719579,67613
22557,30603,5,18074,2020-10-15,,Open,Julie Smith,Laura Cowan,2019-01-13,2020-12-10,5938834839,67614
22558,50095,9,7027,2023-02-04,,Open,Tina Black,Nicholas Alvarez,2023-01-15,2022-08-19,5322243291,67627
22559,43767,16,16601,2019-09-27,,Open,Brianna Mckee,Mitchell Campbell,2018-11-27,2023-02-01,6555194803,67631
22560,87035,5,7910,2022-03-14,,Open,Craig Williams,Douglas Mills,2022-12-12,2022-05-16,5294326934,67632
22561,84234,15,12553,2018-05-23,2022-02-17,Close,Betty Garcia,William Thomas,2018-07-04,2021-01-24,2918662978,67633
22562,41387,1,20237,2019-07-05,2020-05-23,Close,Robert Hutchinson,Michelle Diaz,2022-09-01,2023-02-25,4813010108,67635
22563,72135,15,11474,2020-03-18,,Open,Robert Carter,Richard Hamilton,2020-11-17,2022-09-05,4087679155,67641
22564,6003,17,15518,2019-07-24,2019-10-12,Close,Virginia White,Daniel Garcia,2020-07-15,2022-09-28,486446356,67645
22565,42680,9,26602,2019-01-22,2022-11-24,Close,Samantha Hall,John Walter,2019-03-11,2021-01-02,5895748280,67656
22566,43109,6,17257,2022-09-27,,Open,Michael Drake,Shawna Turner,2019-04-05,2023-03-14,8702114604,67658
22567,48255,8,26189,2020-02-03,2020-08-03,Close,Anita Rice,Danielle Jones,2023-04-15,2021-05-26,645447815,67665
22568,36076,2,2655,2022-10-08,2023-05-06,Close,Randy Vazquez,Kimberly Stevens,2018-06-01,2021-01-03,8550253320,67667
22569,21137,7,3502,2021-03-08,2022-09-29,Close,Thomas Rodriguez,Teresa Walker,2018-04-17,2021-12-12,8777659079,67669
22570,88975,8,27635,2022-09-27,2023-02-06,Close,Evan Carter,Jennifer Jones,2018-12-19,2022-11-04,4749552999,67671
22571,42378,15,27661,2022-09-11,2023-05-30,Close,Pamela Cowan,David Ramirez,2023-05-31,2022-12-02,5472918323,67682
22572,25098,5,29945,2019-10-01,,Open,Jessica Stafford,David Larson,2021-04-03,2020-12-07,5481129504,67686
22573,14484,15,11994,2020-09-14,,Open,Mr. Daniel Ramirez,Austin Carter,2022-01-14,2022-09-20,4108935282,67687
22574,64025,11,16846,2020-10-04,,Open,Vanessa Michael,Willie Collins,2020-02-22,2021-11-04,6405414707,67689
22575,39115,12,291,2021-07-29,,Open,David Baldwin,Samantha Wheeler,2018-10-17,2021-11-06,6186910256,67690
22576,86942,10,16437,2018-08-02,,Open,Jeffrey Brown,Brandon Salazar,2021-05-25,2020-11-21,270186857,67691
22577,84009,7,15891,2019-06-22,2020-07-08,Close,Ashley Figueroa,Leah Schmidt,2019-12-21,2021-11-14,4935642596,67694
22578,56533,17,24742,2020-04-08,,Open,Jeffrey Nguyen,Lori Johnson,2021-10-08,2020-11-30,9540697630,67695
22579,20163,4,20339,2022-10-06,,Open,Taylor Nolan,Lee Hill,2022-01-23,2020-10-30,3588876505,67699
22580,88778,11,15091,2019-02-06,2021-05-24,Close,Elizabeth Burke,Alex Love,2023-05-09,2022-01-06,845541958,67702
22581,75207,3,7096,2019-08-26,2019-10-25,Close,Christopher Lynch,Christina Harrison,2023-01-31,2020-12-02,2923634710,67703
22582,16060,4,9990,2023-01-10,,Open,Gina Berry,Cindy Berger,2020-06-01,2022-02-16,8600935776,67705
22583,85981,8,19886,2021-07-04,,Open,Roy Wagner,Ethan Graham,2019-12-27,2020-10-22,3701453916,67714
22584,22329,18,17032,2020-06-21,2022-06-04,Close,Melvin Lam,Erin Evans,2019-12-31,2022-07-03,9502356273,67718
22585,81521,2,4319,2018-05-25,2022-05-15,Close,Carla Wu,Terry Smith,2019-07-22,2022-01-15,178817912,67721
22586,64683,7,4644,2021-01-30,,Open,Carolyn Cabrera,Bonnie Cole,2019-08-07,2022-08-09,3081545122,67722
22587,28038,13,20307,2019-05-09,2022-07-05,Close,Kimberly Jackson,Jackson Sutton,2019-10-01,2022-11-05,8626958340,67727
22588,80954,10,9738,2020-04-02,2021-04-02,Close,Tanner Carson,Kaitlin Rivera,2018-06-14,2021-05-31,2998006777,67728
22589,25865,13,19290,2018-10-21,,Open,Jenna Valenzuela,William Walls,2019-09-25,2023-04-30,492571483,67729
22590,34681,16,1764,2019-08-05,,Open,Christopher Rowe,Leon Ramsey,2020-04-29,2022-09-06,6663975632,67730
22591,67439,3,22367,2019-12-25,,Open,Tracy Tate,James Garza,2019-11-13,2022-02-05,7685843003,67731
22592,5710,4,14705,2022-04-19,,Open,Dominique Mcdonald,Larry Frazier,2020-01-18,2022-02-04,158328000,67736
22593,93834,11,16390,2023-02-18,2023-04-15,Close,Marilyn Patton,Ashley Williams,2020-10-24,2020-11-12,9243147295,67739
22594,20197,6,6330,2021-09-10,,Open,Justin Peterson,Kimberly Rodriguez,2022-09-22,2021-02-28,3035348512,67740
22595,65892,2,20881,2020-02-27,2021-01-09,Close,Joseph Meyer,Kristin Hansen,2023-04-14,2023-02-14,6471310304,67746
22596,44686,8,8115,2019-11-17,2020-11-03,Close,Summer Mathews DDS,Kirk Beck,2019-12-15,2021-04-27,8453976151,67753
22597,2102,9,29159,2021-09-27,,Open,Timothy Clark,Melissa Stanton,2022-04-12,2021-09-06,3411937313,67755
22598,75228,7,9787,2020-09-02,2021-12-31,Close,Brian Walter,Jimmy Foley,2023-02-04,2022-06-23,5148765808,67756
22599,82604,13,18873,2018-04-13,,Open,Michelle Boone DDS,Russell Howard,2018-11-29,2022-04-05,9162330367,67759
22600,9915,10,870,2019-11-03,2023-06-15,Close,Samantha Wilkinson,Heidi Jackson,2019-02-24,2023-01-22,9150620075,67763
22601,6797,6,16686,2018-11-01,,Open,Sherry Barnes,James Smith,2018-12-17,2023-03-03,7834599762,67769
22602,38273,9,26580,2022-08-22,,Open,Jacob Wood,Karen Bernard,2019-05-11,2023-06-01,8220139953,67779
22603,16803,5,28270,2022-02-07,2022-10-08,Close,Nicholas Bowen,Lori Davis,2020-12-09,2023-03-21,5805205808,67780
22604,78828,16,7320,2022-03-01,2022-06-02,Close,Rachael Robinson,Donna Woodward,2018-02-15,2023-06-14,3151638585,67783
22605,26711,8,1093,2022-08-29,,Open,Lisa Knight,John King,2021-10-19,2020-11-07,9864657539,67791
22606,34412,1,6856,2020-04-28,,Open,Scott Hunt,James Chase,2021-12-25,2022-09-26,5254647214,67796
22607,99674,4,17899,2022-10-09,2023-06-08,Close,Sarah Sloan,Melissa Scott,2022-11-15,2020-12-14,5765468408,67801
22608,38996,17,24150,2020-11-29,2021-01-09,Close,Ashley Kemp,Edgar Jenkins,2019-11-08,2021-03-15,5739769353,67808
22609,46307,13,20096,2023-03-15,,Open,Scott Brock,Jennifer Stewart,2019-06-30,2022-05-31,7448223134,67809
22610,72260,2,7163,2019-12-30,,Open,Jonathon Parker,William Collier,2021-06-20,2021-02-06,2218588363,67811
22611,76787,12,1378,2020-12-05,,Open,Stephen Gamble,Erin Owens,2018-09-09,2022-12-23,6543020274,67818
22612,58984,7,5819,2021-04-03,2023-04-02,Close,Benjamin Powell,Scott Hoffman,2022-07-19,2023-01-17,7830067936,67821
22613,38187,12,226,2019-09-30,,Open,Meghan Lewis,Jenna Flores,2021-09-05,2021-06-26,3881599211,67827
22614,48271,6,19784,2018-09-01,,Open,Brian Martin,Steve James,2020-06-11,2021-01-02,7125332641,67829
22615,15541,8,21355,2020-04-26,2020-12-13,Close,John Gilmore,Amy Miller,2019-03-28,2021-11-28,8424315820,67832
22616,76494,5,9984,2019-07-02,2020-06-17,Close,Sonya Lang,Joshua Hernandez,2021-01-14,2021-11-13,997558070,67835
22617,36133,15,23617,2021-08-18,,Open,Donald Ruiz,Susan Ward,2020-04-15,2022-12-27,4300715633,67845
22618,74402,5,22455,2018-01-22,,Open,Mr. Dylan James MD,Dennis Bell,2023-06-04,2022-07-07,1453495429,67848
22619,59372,1,22698,2021-12-25,,Open,Grant Fleming,Bradley Brown,2020-09-21,2022-10-14,8509564273,67850
22620,9309,14,16564,2022-11-07,,Open,Virginia Newton,Melissa Walker,2018-03-17,2022-02-12,9234304308,67853
22621,91920,4,18793,2022-01-11,2022-05-16,Close,Alexis Johnson,Melissa Flynn,2018-02-11,2023-04-14,7891884993,67857
22622,65915,3,29775,2019-01-17,,Open,David Ramos,Kevin Perry,2021-11-17,2021-03-24,6678620742,67867
22623,98096,12,19855,2019-05-29,2019-08-17,Close,Justin Warren,Patricia Wells,2021-08-30,2022-11-01,6781129248,67868
22624,62778,16,13824,2023-06-18,2023-06-18,Close,Jason Griffin,Randy Williams,2018-07-01,2021-02-25,7982317155,67870
22625,17772,9,16689,2021-05-26,,Open,Tyler Aguirre,Krystal Jimenez,2020-05-18,2021-01-25,2175238797,67871
22626,26674,6,21143,2018-04-23,2022-05-04,Close,Catherine Pena,Stephanie Hart,2021-01-29,2022-07-06,1887854424,67875
22627,68396,15,24286,2018-01-01,,Open,Anthony Robinson,Jessica Martinez,2020-12-20,2020-12-09,3955538415,67877
22628,45299,1,19350,2019-10-29,2022-03-30,Close,Elizabeth Combs,Dr. Wendy Allen,2020-10-06,2021-09-18,2057212787,67884
22629,40445,10,1064,2022-11-20,2023-06-04,Close,Justin Butler,Brittney Jimenez,2020-06-05,2021-11-18,8048967350,67885
22630,56838,1,10605,2018-01-17,,Open,Lauren Rogers,Lisa Harvey DDS,2019-07-23,2022-11-24,6256064744,67887
22631,3004,15,1998,2023-03-03,2023-06-15,Close,Terri Hansen,Dorothy Savage,2021-07-30,2020-12-13,9499100588,67888
22632,93695,2,23948,2021-09-28,,Open,Kathryn Henry,Ebony Hernandez,2023-05-01,2023-05-18,5543660928,67889
22633,67383,2,26186,2019-01-13,2019-07-20,Close,Carmen Rogers,Alec Wilson,2022-01-24,2022-07-25,3189264509,67890
22634,87303,10,22529,2018-09-02,2021-01-27,Close,Zachary Williams,Laura Thompson,2022-08-25,2022-02-18,6325244737,67893
22635,55494,5,25252,2020-03-11,,Open,Eduardo Guerrero,Kayla Daniels,2021-11-14,2023-02-20,5492836072,67896
22636,47109,13,24598,2020-02-12,2020-06-03,Close,Maria Young,Ann Johnson,2020-06-17,2022-03-18,6407385228,67901
22637,96565,6,17531,2020-04-04,2022-02-26,Close,John Torres,Cassandra Wood,2021-06-10,2021-02-12,6335212606,67906
22638,46684,8,22753,2022-09-09,,Open,Sharon Martin,Brenda May,2019-05-20,2022-03-28,5101447065,67909
22639,85785,4,25637,2020-02-17,2022-07-15,Close,Christopher Miller,Danny Hall,2020-10-06,2022-07-18,1782233691,67912
22640,21798,15,19095,2021-08-18,,Open,Betty George,Andrew Hughes,2019-02-19,2021-10-04,6396071249,67915
22641,56702,1,15785,2019-12-06,2020-03-17,Close,Carmen Smith,Anita Beck,2018-09-01,2023-02-01,6533917721,67919
22642,21101,1,12900,2019-09-09,,Open,Dr. Kimberly Stevens,Denise Holloway,2019-09-20,2023-04-06,9096567869,67923
22643,50933,3,5723,2023-05-10,2023-06-17,Close,Holly Wolfe,David Singleton,2021-03-16,2021-03-16,454871393,67925
22644,92282,5,6178,2019-10-26,,Open,Kayla Paul,Patricia Porter,2020-06-01,2021-04-19,3343146868,67927
22645,71938,10,15996,2021-01-20,2022-11-30,Close,Michael Thompson,Carol Fields,2023-05-31,2020-09-28,1093284134,67928
22646,86801,17,20302,2022-11-09,2023-02-25,Close,Mitchell Stevens,Wendy Robinson,2018-12-02,2021-04-24,3049444277,67942
22647,90987,15,7291,2018-10-31,,Open,Patricia Reyes,Aaron Castro,2019-02-07,2023-03-04,4912401610,67947
22648,58078,7,8368,2022-09-18,,Open,Steven Wilson,Mr. Andrew Hughes,2019-12-16,2021-07-15,5481229777,67950
22649,37598,12,16620,2019-07-21,2022-08-20,Close,Ashley Walters,Timothy Montes,2019-05-15,2021-12-09,1471776815,67951
22650,26374,7,1131,2020-02-24,2020-03-16,Close,Amanda Scott,Belinda Jimenez DDS,2020-09-07,2020-10-17,3373039978,67952
22651,34903,17,27175,2018-03-19,,Open,Angel Garcia,Joshua King,2019-03-23,2021-10-15,4338414416,67954
22652,50559,13,10003,2022-01-18,2022-12-13,Close,Lee Williams,Rachel Hardin,2019-07-18,2023-04-15,3518362851,67960
22653,37788,8,266,2021-07-31,2022-04-15,Close,Ashley Sutton,Stephanie Roach,2020-03-21,2021-06-10,1518237643,67961
22654,20409,12,15387,2022-01-11,,Open,Eduardo Oliver,Gary Leon,2022-08-04,2021-02-09,3925889189,67962
22655,81532,14,7500,2019-06-11,,Open,Misty Holland DVM,Troy Martin,2018-06-17,2020-12-15,7242164593,67968
22656,48815,12,10503,2020-06-22,,Open,Terry Murillo,Kari Myers,2022-12-23,2020-12-28,8848558189,67973
22657,80033,5,9020,2018-10-23,2023-03-13,Close,Patricia Hamilton,Theresa Tate,2018-10-10,2022-02-02,1930624231,67976
22658,9644,12,1898,2018-08-17,,Open,Jamie Pennington,Mike Smith,2022-12-11,2021-10-26,6482490111,67980
22659,25342,15,22153,2021-07-10,2022-01-24,Close,Brianna Mcmahon,Laura Kemp,2019-11-23,2022-02-11,2123941070,67981
22660,63929,17,26072,2020-01-20,2022-08-18,Close,Christopher Hess,Latasha Mitchell,2022-08-13,2020-10-30,8357832606,67986
22661,52489,1,16999,2020-09-03,,Open,Maxwell Williams,Linda Smith,2021-12-09,2023-05-22,2574558491,67988
22662,40744,6,16054,2023-03-02,2023-05-09,Close,Barbara Roach MD,Justin Mendoza,2021-02-14,2021-11-16,1020166112,67990
22663,81892,13,5284,2022-06-09,2023-04-23,Close,David Phelps,Danielle Smith,2018-12-21,2021-01-15,9393728406,67991
22664,90724,9,23687,2020-06-05,,Open,Thomas Carroll,Lori Banks,2021-12-29,2022-01-13,1115447116,67993
22665,32581,7,19128,2021-10-22,2022-08-27,Close,Lori Travis,Joy Walter,2022-02-22,2023-06-10,2543180549,67994
22666,34021,15,3770,2018-09-19,,Open,Michael Santos,Ronald Watson,2019-04-20,2022-11-17,1311182116,67996
22667,15676,11,5333,2022-10-18,2023-02-18,Close,James Sandoval,Rhonda Fuentes,2018-12-07,2022-05-10,2027656854,68001
22668,67473,3,28012,2023-02-23,2023-05-21,Close,Brandon Soto,Gwendolyn Harris,2019-03-20,2022-11-26,5373867891,68002
22669,14843,17,9675,2020-05-13,,Open,Kelly Williams,Cassandra Hanson,2022-02-21,2021-01-02,9480945162,68004
22670,66150,12,18685,2020-11-16,,Open,Jeffrey Moss,Gerald Horton,2020-06-10,2023-04-28,9993212898,68005
22671,27534,18,5459,2021-07-12,2021-07-18,Close,Theodore Sullivan,Caleb Sherman,2018-10-08,2022-01-13,787973625,68006
22672,88968,14,27633,2022-04-21,2023-05-03,Close,Joshua Mcconnell,David Lopez,2018-02-01,2021-10-22,3525038544,68007
22673,72937,4,29617,2022-03-11,,Open,Jeffrey Ellison,Shelby Hunter,2019-08-15,2023-05-14,2269846948,68008
22674,18298,13,8910,2023-02-18,2023-02-26,Close,Deanna Sweeney,Dylan Kelly,2022-03-23,2021-11-26,6747340470,68009
22675,55508,14,19311,2018-03-03,2018-06-08,Close,Kevin Harrison,Carl Bowman,2021-06-22,2021-05-08,2657762449,68012
22676,35080,12,29874,2021-07-20,,Open,Bryan Dickerson,Michael Tran,2018-12-30,2023-05-06,4936656542,68014
22677,91123,6,8465,2021-12-12,,Open,Henry Sheppard,Randall Hernandez,2018-08-16,2022-11-18,8218806909,68015
22678,52313,12,4003,2020-09-17,,Open,Keith Moore,Molly Ritter,2022-08-26,2022-06-29,8636746322,68016
22679,22064,4,2418,2021-03-10,2023-03-07,Close,Tina Green,Tony Meyer,2018-07-30,2022-04-08,953171418,68019
22680,28320,16,3310,2022-04-04,2022-04-30,Close,Jimmy Sullivan,Russell Armstrong,2021-02-08,2023-02-13,4754184801,68023
22681,29550,5,17533,2020-05-07,,Open,Michelle Turner,Anna Flores,2022-03-23,2022-04-09,9180214868,68026
22682,60429,11,12799,2018-06-13,,Open,Michael Skinner,Daniel Arellano,2021-08-15,2021-03-04,197386580,68028
22683,14337,16,803,2023-05-01,2023-05-18,Close,Lisa Morgan,Julian Sullivan,2019-06-18,2022-09-15,7868542921,68031
22684,91086,5,26064,2021-08-27,,Open,David Preston,Raymond Taylor,2020-02-01,2022-04-29,3055820946,68032
22685,82144,12,22523,2020-12-20,2021-11-07,Close,Michelle Kennedy,Roger Hooper,2018-10-06,2021-04-10,9794383976,68037
22686,74159,7,18424,2022-12-17,,Open,Stephen Gould,Eric Hurst,2020-12-12,2022-03-10,9577544179,68042
22687,54095,8,1817,2020-10-22,2021-08-02,Close,Justin Stuart,Kevin Thomas,2020-02-08,2022-02-27,4353817557,68044
22688,71107,2,18428,2021-08-15,,Open,James Roberts,Hannah Peters,2018-06-08,2021-08-30,440615705,68045
22689,35931,18,6882,2019-02-22,2022-05-05,Close,Robert Baker,Anita Molina,2022-12-24,2022-06-25,4397736437,68050
22690,95275,8,25730,2022-06-17,,Open,Devin Martinez,David Bradley,2022-11-28,2022-01-09,5083808891,68059
22691,91414,4,13680,2019-07-24,2023-01-04,Close,David Davis,Crystal Dawson,2018-01-23,2022-04-22,413586803,68060
22692,26834,12,7727,2018-12-31,,Open,Thomas Elliott,Stacie Tyler,2023-02-02,2020-11-27,3777363645,68061
22693,27971,3,25696,2021-03-23,,Open,Destiny Smith,Michaela Wells,2018-05-21,2023-02-17,7808434379,68062
22694,16117,14,17182,2021-10-15,2022-04-05,Close,Lauren Carter,Elizabeth Richards,2021-11-09,2020-10-31,4768259680,68064
22695,9855,12,2099,2021-05-06,2023-04-02,Close,Katherine Smith,Jessica Davis,2022-01-29,2022-07-02,5849905149,68065
22696,30307,2,12857,2019-08-06,2021-01-11,Close,Tina Matthews,Bryan Wang,2022-04-01,2021-01-17,1626680496,68067
22697,84629,7,11424,2020-01-04,,Open,Jessica Hill,Angela Gill,2018-08-01,2023-05-23,7111055089,68070
22698,8243,12,3603,2021-09-28,,Open,Benjamin Woods,Cathy Mata,2022-07-26,2022-09-28,4725612748,68079
22699,18929,10,16647,2023-05-20,,Open,Bethany Matthews,Jamie Parks,2020-08-07,2021-12-10,4418814784,68081
22700,74276,14,15999,2020-05-14,2022-07-18,Close,John Brooks,Karen Wilson,2020-07-14,2022-12-14,7665289313,68083
22701,51533,11,6110,2022-03-22,2022-09-16,Close,Carrie Schwartz,Jason Taylor,2020-12-16,2022-10-01,2831876477,68084
22702,47170,16,23904,2021-06-03,,Open,Jason Cook,Ernest Martin,2023-03-24,2023-04-06,3160099518,68092
22703,51563,11,16831,2018-08-02,,Open,Mary Graham,Sheila Fry,2020-01-01,2022-06-06,5436819911,68093
22704,40179,14,16848,2018-12-05,,Open,Daniel Valdez,Austin Arroyo,2019-10-13,2023-03-24,7339103798,68094
22705,77622,13,25973,2020-08-29,2023-02-10,Close,Warren Anderson,Angela Schwartz,2020-04-21,2022-12-12,4438051448,68098
22706,67133,12,17089,2019-11-30,2020-02-29,Close,Larry Morrison,Brian Gillespie,2020-06-06,2021-06-10,5181751154,68100
22707,38276,16,13557,2020-02-10,,Open,Mr. Connor Franco,Peter James,2019-02-14,2020-12-29,776254639,68101
22708,13710,14,17205,2020-04-06,,Open,Gregory Drake,Amber Schmidt,2019-08-30,2020-10-30,154111337,68103
22709,88225,13,29731,2021-10-25,,Open,Amy Barker,Carolyn Williamson,2022-11-10,2022-11-06,2447922769,68106
22710,15723,12,20405,2021-02-05,,Open,Jacqueline Wilson,Paige Walker,2018-04-19,2023-02-20,4892765391,68108
22711,83957,2,15505,2020-12-21,2023-01-10,Close,Dr. Daniel Kennedy,Katelyn Lopez,2021-04-22,2022-07-01,1536238498,68112
22712,18361,4,9675,2021-05-25,,Open,Kevin Mahoney,Shane Carter,2021-02-23,2022-11-29,8916197388,68113
22713,19761,17,16784,2022-05-12,2022-07-08,Close,Nathan Hall,Jenny Wilcox,2021-07-18,2021-01-14,2802977538,68114
22714,86256,11,15328,2023-02-14,2023-04-20,Close,Amy Howell,Mitchell Hall,2023-01-16,2021-12-25,3982615467,68119
22715,47211,18,23474,2022-06-14,2022-10-30,Close,Robert Andrade,Kara Burgess,2020-09-25,2023-03-28,1897548233,68121
22716,22425,11,2301,2021-02-12,,Open,Dylan Bright,Dr. Katherine Williams,2018-09-23,2022-12-09,5137140551,68128
22717,25357,8,28491,2021-05-29,,Open,Joel Payne,Dennis Russell,2020-10-17,2022-06-26,3102647041,68131
22718,811,18,2660,2023-04-25,,Open,Andrea Ellis,Jill Arroyo,2017-12-31,2021-04-22,1874584518,68135
22719,92335,15,29946,2020-04-29,,Open,James Silva,Matthew Miller,2018-06-26,2021-07-21,9268525343,68140
22720,40537,7,10595,2018-01-13,2019-05-02,Close,Teresa Miller,Tracy Nelson Jr.,2018-10-31,2022-01-22,2669039242,68143
22721,51145,2,8589,2022-12-05,,Open,Julian Williams,Maria Steele,2022-12-27,2022-03-08,9912146679,68149
22722,74528,1,20251,2021-06-30,2023-04-16,Close,Morgan Trevino,Richard Ramos DDS,2018-04-07,2021-12-22,6208537670,68151
22723,51034,3,8726,2018-11-03,2019-05-09,Close,Lucas Soto,Rebecca Miller,2019-11-06,2022-03-20,6272509079,68152
22724,25204,4,1189,2019-10-20,2023-05-22,Close,John Jackson,Lisa Ellison,2020-04-07,2023-04-08,6353893410,68153
22725,14808,3,9219,2023-05-02,2023-05-16,Close,Billy Oliver,Omar White,2021-04-06,2022-07-31,7504783036,68155
22726,1407,13,27240,2021-04-12,,Open,Harry Schroeder,Brett Smith,2018-03-28,2021-11-10,710505990,68157
22727,17805,2,878,2021-04-28,2023-05-07,Close,Jose Doyle,Richard Hernandez,2020-10-14,2021-08-01,8029284062,68159
22728,72497,12,25258,2018-11-18,2019-07-17,Close,Heather Gomez,Rebecca Day,2018-02-01,2022-11-22,3097521715,68161
22729,49813,3,14381,2021-11-29,2022-05-21,Close,Jason Thompson,Kyle Russo,2021-12-16,2022-12-11,2521297216,68172
22730,32856,15,12209,2021-01-05,2021-09-03,Close,David Blair,Jason Berry,2020-02-29,2022-02-04,1180719334,68176
22731,52852,7,29757,2021-05-24,,Open,Scott Perez,Brett Williams,2022-02-26,2023-04-10,79351632,68177
22732,52597,15,16364,2018-04-15,,Open,Caroline Franklin,Heather Rowe,2019-09-01,2022-06-15,4503844821,68179
22733,53622,1,13400,2020-08-19,,Open,Henry Mason,Jennifer Calderon,2021-04-19,2021-01-06,7993632760,68180
22734,76255,6,4846,2022-02-09,2023-03-14,Close,April Gonzalez,Kayla Stafford,2019-03-24,2020-10-24,1859599157,68182
22735,78226,18,7914,2018-01-12,2021-01-29,Close,Matthew Nichols,Gary Simpson,2023-01-06,2023-04-02,8526241086,68187
22736,99664,15,17160,2022-06-07,2023-03-08,Close,William Ferrell,Mary Roach,2021-09-06,2020-09-25,4653890523,68188
22737,5242,14,14942,2019-08-21,,Open,Penny Green,Robin Reeves,2019-03-03,2021-03-05,685111492,68191
22738,44970,14,20937,2023-04-03,2023-06-11,Close,Ryan Reyes,Tyler Tapia,2020-04-10,2023-04-27,1193347635,68195
22739,51851,12,112,2020-11-03,,Open,Lauren Stewart,Megan Fuller,2018-03-29,2022-04-07,4182610383,68196
22740,57871,11,22012,2021-08-04,2023-01-26,Close,Aaron Chase,Robert Arias,2022-04-18,2022-10-20,1152104529,68201
22741,87800,4,7907,2019-07-24,2019-09-20,Close,Adam Evans,Adam Dunn,2018-09-19,2020-11-09,9220753197,68208
22742,64177,12,9049,2020-07-14,,Open,Stephanie Garcia,Evan Andersen,2018-11-18,2022-05-31,176569852,68209
22743,8286,16,20499,2020-08-17,2021-01-02,Close,Justin Jones,Holly Garcia,2022-06-11,2022-06-04,5016445950,68211
22744,29860,14,28651,2019-09-20,2023-03-07,Close,Zachary Garcia,Melissa Bird,2019-02-12,2022-07-04,3990128882,68212
22745,23053,8,18921,2022-09-10,2022-12-16,Close,Anthony Foster,Rebecca Hudson,2023-01-24,2020-10-21,8270603756,68213
22746,33138,13,15887,2022-09-14,,Open,Roger Carr,Jonathan Salas,2019-09-29,2022-12-30,438831446,68217
22747,11525,13,15819,2022-08-07,2022-10-06,Close,Christopher Pennington,James Santos,2020-06-14,2022-10-17,3719121576,68222
22748,24505,11,9433,2019-06-11,2019-12-28,Close,Ryan Dennis,David Johnson,2020-03-02,2023-06-01,433342174,68223
22749,45853,14,13396,2023-02-04,2023-04-22,Close,Jocelyn Harris,Thomas Cruz,2022-12-21,2022-03-07,1399908168,68226
