Customer ID,Date_col,Location,Customers,Units,Balance,Loan Applications,Overtime Hours,Overtime in Dollars,Turn Over Rate,Employee Name,Product Type,Revenue,Credit Card Decision Status,Credit Card Type,Deposit Account Status,Account Number
525,2/17/2023,Arizona,Judith Fry,6101,1295783,3,10,55,4,Talon Harris,ED Loan,12873575,Declined,Consumer,Interest Bearing,58848462
526,11/11/2022,Maryland,Anika Riley,2564,6136011,4,24,1041,7,Talon Harris,ED Loan,40684717,Declined,Consumer,Interest Bearing,84186779
527,4/12/2023,Oregon,Dorian Swanson,8962,2731295,5,3,114,2,Talon Harris,ED Loan,46832635,Declined,Consumer,Interest Bearing,83906531
528,7/3/2023,Oregon,Camilla Levy,4888,6847471,0,22,1219,4,Talon Harris,ED Loan,30211288,Declined,Consumer,Interest Bearing,87185311
529,11/23/2021,Massachusetts,Solomon Fitzpatrick,9308,3729265,3,20,300,8,Talon Harris,ED Loan,1385629,Declined,Consumer,Interest Bearing,61646269
530,9/5/2022,Maryland,Slade Sellers,5315,4157016,4,17,144,6,Talon Harris,ED Loan,59418436,Declined,Consumer,Interest Bearing,70873303
531,2/28/2022,Connecticut,Odette Jenkins,9356,7129159,2,1,502,5,Talon Harris,ED Loan,78320192,Declined,Consumer,Interest Bearing,87422070
532,9/20/2022,Arkansas,Vera Rhodes,6187,4577465,3,5,509,7,Talon Harris,ED Loan,82055672,Declined,Consumer,Interest Bearing,89447230
533,3/25/2022,Missouri,Lars Garcia,2747,9417549,5,15,385,8,Talon Harris,ED Loan,83178023,Declined,Consumer,Interest Bearing,60596985
534,2/16/2023,Colorado,Driscoll Austin,5303,8203827,4,12,403,1,Talon Harris,ED Loan,70969533,Declined,Consumer,Interest Bearing,83176290
535,4/23/2023,Nebraska,Connor Jennings,7848,4782573,1,22,1025,5,Talon Harris,ED Loan,14095384,Declined,Consumer,Interest Bearing,59930594
536,4/12/2022,Florida,Lars Moses,3188,4483161,2,9,443,1,Talon Harris,ED Loan,72283595,Declined,Consumer,Interest Bearing,69392620
537,12/5/2021,Georgia,Signe Reeves,5076,7356200,5,11,1486,3,Talon Harris,ED Loan,45481154,Declined,Consumer,Interest Bearing,86319754
538,12/30/2022,Alabama,Nell Calderon,5005,5365606,1,10,1108,3,Talon Harris,ED Loan,6599653,Declined,Consumer,Interest Bearing,57095193
539,7/17/2023,Georgia,Grady Long,3135,3849213,2,18,476,6,Talon Harris,ED Loan,85127681,Declined,Consumer,Interest Bearing,66707716
540,8/14/2023,Pennsylvania,Beau Barker,2256,8675608,3,3,453,1,Talon Harris,ED Loan,74272546,Declined,Consumer,Interest Bearing,84196887
541,3/31/2023,Washington,Carlos Talley,2488,8128342,1,20,1040,5,Talon Harris,ED Loan,60265140,Declined,Consumer,Interest Bearing,74235707
542,7/17/2023,Illinois,Hayes Carney,3663,4787840,2,15,405,0,Talon Harris,ED Loan,62624085,Declined,Consumer,Interest Bearing,76063892
543,7/9/2022,Iowa,Fay Sykes,3479,9371975,5,4,1228,6,Talon Harris,ED Loan,76990483,Declined,Consumer,Interest Bearing,89093275
544,2/17/2022,Florida,Illiana Dale,1346,4433660,4,6,425,7,Talon Harris,ED Loan,69942872,Declined,Consumer,Interest Bearing,86540115
545,4/30/2023,Missouri,Veronica Garrett,3119,1805369,2,15,1171,2,Talon Harris,ED Loan,28548839,Declined,Consumer,Interest Bearing,76372839
546,12/30/2022,Missouri,Cailin Montgomery,2000,6314663,0,4,677,0,Talon Harris,ED Loan,32606961,Declined,Consumer,Interest Bearing,72980345
547,11/5/2022,Connecticut,Cullen Johns,8432,8464261,2,22,189,4,Talon Harris,ED Loan,82262806,Declined,Consumer,Interest Bearing,63488316
548,5/12/2023,Mississippi,Cameron Greene,6612,6191231,1,22,1253,7,Talon Harris,ED Loan,66883669,Declined,Consumer,Interest Bearing,94156341
549,9/20/2022,Tennessee,Wendy Cotton,7605,6196081,4,20,331,1,Talon Harris,ED Loan,62014342,Declined,Consumer,Interest Bearing,98605592
550,7/24/2023,Pennsylvania,Sara Livingston,2068,3772564,4,1,820,5,Talon Harris,ED Loan,86726929,Declined,Consumer,Interest Bearing,95939065
551,3/31/2022,Pennsylvania,Aristotle Levy,4351,6596405,3,4,545,1,Talon Harris,ED Loan,24108566,Declined,Consumer,Interest Bearing,89534165
552,5/15/2022,Oklahoma,Chaim Maldonado,4746,5768174,5,20,1236,3,Talon Harris,ED Loan,67337125,Declined,Consumer,Interest Bearing,68790996
553,1/22/2022,Kentucky,Darryl Silva,4269,8473297,2,22,1365,6,Talon Harris,ED Loan,32782377,Declined,Consumer,Interest Bearing,74410267
554,3/15/2022,California,Sandra Velasquez,9248,8089144,1,2,1036,4,Talon Harris,ED Loan,54076841,Declined,Consumer,Interest Bearing,64662752
555,12/19/2021,Pennsylvania,Sigourney Waller,7056,7872408,1,10,404,8,Talon Harris,ED Loan,7819801,Declined,Consumer,Interest Bearing,87362682
556,2/23/2022,Maryland,Maxine Holman,7329,8442259,2,23,528,8,Talon Harris,ED Loan,82833263,Declined,Consumer,Interest Bearing,91256370
557,3/9/2022,Idaho,Haviva Shelton,2037,9159618,1,16,1085,2,Talon Harris,ED Loan,17123462,Declined,Consumer,Interest Bearing,61711628
558,5/29/2023,Oregon,Ima Rosales,6043,1731033,2,5,509,2,Talon Harris,ED Loan,7523193,Declined,Consumer,Interest Bearing,73205426
559,1/16/2023,Hawaii,Branden Bird,3141,4478407,1,16,1495,2,Talon Harris,ED Loan,24787734,Declined,Consumer,Interest Bearing,91664381
560,1/25/2022,Indiana,Addison Bonner,8537,8308542,2,23,532,5,Talon Harris,ED Loan,88762425,Declined,Consumer,Interest Bearing,65804511
561,12/12/2021,Vermont,Abbot Douglas,5669,4572383,5,17,888,2,Talon Harris,ED Loan,51798974,Declined,Consumer,Interest Bearing,76707482
562,9/10/2022,Mississippi,Ronan Dickson,7107,1308931,2,10,1325,3,Talon Harris,ED Loan,66900347,Declined,Consumer,Interest Bearing,60600570
563,1/31/2022,Iowa,Priscilla Bradley,1438,6354029,0,23,266,2,Talon Harris,ED Loan,52173507,Declined,Consumer,Interest Bearing,87504555
564,11/9/2022,Nebraska,Stone Higgins,9387,8394226,0,17,1079,4,Talon Harris,ED Loan,56486406,Declined,Consumer,Interest Bearing,78038753
565,3/5/2022,Mississippi,Tatum Shepard,7282,2789663,5,12,1399,7,Talon Harris,ED Loan,15207681,Declined,Consumer,Interest Bearing,62135438
566,8/10/2023,Wyoming,Hector Donovan,5343,6253803,3,21,223,6,Talon Harris,ED Loan,29552571,Declined,Consumer,Interest Bearing,95130262
567,5/21/2023,Virginia,Unity Foley,1342,9472578,3,4,555,6,Talon Harris,ED Loan,45122554,Declined,Consumer,Interest Bearing,89242621
568,2/17/2022,Wisconsin,Chava Rivers,2837,9094338,4,23,621,5,Talon Harris,ED Loan,24910765,Declined,Consumer,Interest Bearing,91156663
569,2/12/2022,Vermont,Quentin Pace,6624,3243741,1,12,259,4,Talon Harris,ED Loan,9200626,Declined,Consumer,Interest Bearing,65949583
570,12/4/2021,Wisconsin,Orli Huff,7717,1385529,5,18,870,7,Talon Harris,ED Loan,66538802,Declined,Consumer,Interest Bearing,94868985
571,7/4/2023,Delaware,Leroy Mcclain,9215,8507335,4,4,750,5,Talon Harris,ED Loan,19827306,Declined,Consumer,Interest Bearing,57830266
572,12/22/2021,Hawaii,MacKenzie Gamble,9049,1741490,1,20,751,1,Talon Harris,ED Loan,19246276,Declined,Consumer,Interest Bearing,94023686
573,5/2/2023,Utah,Leroy Ayers,9115,4678069,1,3,360,3,Talon Harris,ED Loan,38482243,Declined,Consumer,Interest Bearing,65570313
574,7/22/2022,Nebraska,Wallace Dunn,3765,1803823,3,2,1396,7,Talon Harris,ED Loan,18099643,Declined,Consumer,Interest Bearing,96425165
575,4/17/2023,Minnesota,Quemby Chapman,5417,5893732,4,12,1150,1,Talon Harris,ED Loan,58215257,Declined,Consumer,Interest Bearing,76451498
576,12/4/2022,Mississippi,Candice Sawyer,2579,7324749,1,13,1487,1,Talon Harris,ED Loan,48170604,Declined,Consumer,Interest Bearing,63024436
577,1/22/2023,Wyoming,Tanner Johnston,2606,5513540,4,18,1322,7,Talon Harris,ED Loan,1808668,Declined,Consumer,Interest Bearing,90422318
578,5/6/2023,Minnesota,Keaton Chandler,7147,3531054,5,13,948,7,Talon Harris,ED Loan,1390066,Declined,Consumer,Interest Bearing,65082597
579,11/13/2022,Oklahoma,Harrison Marshall,5578,4826290,1,3,1157,0,Talon Harris,ED Loan,41329609,Declined,Consumer,Interest Bearing,85173279
580,8/4/2022,Montana,Chester Newton,4731,1472027,1,13,145,2,Talon Harris,ED Loan,58710550,Declined,Consumer,Interest Bearing,93867704
581,8/27/2022,Washington,Herrod English,1949,4708613,4,3,918,0,Talon Harris,ED Loan,23162371,Declined,Consumer,Interest Bearing,64665143
582,2/20/2023,Kentucky,Sawyer Patterson,5238,8335146,4,13,294,6,Talon Harris,ED Loan,8627678,Declined,Consumer,Interest Bearing,83932915
583,6/2/2022,Iowa,Alexander Leon,4599,5259824,1,16,297,4,Talon Harris,ED Loan,82979483,Declined,Consumer,Interest Bearing,85428297
584,4/12/2022,Iowa,Kellie Benson,4066,2851065,3,8,446,5,Talon Harris,ED Loan,39036829,Declined,Consumer,Interest Bearing,76769829
585,3/15/2023,Minnesota,Evan Gallagher,4341,2464198,0,9,1081,4,Talon Harris,ED Loan,41879280,Declined,Consumer,Interest Bearing,60974013
586,3/23/2023,Texas,Rigel Mckee,2711,8602507,3,19,270,6,Talon Harris,ED Loan,83102759,Declined,Consumer,Interest Bearing,91913281
587,1/24/2022,Pennsylvania,Kamal Wiggins,5887,2630264,2,5,371,3,Talon Harris,ED Loan,15557067,Declined,Consumer,Interest Bearing,76835368
588,11/21/2021,Alabama,Rogan Burks,7114,8154088,5,20,1336,3,Talon Harris,ED Loan,60065740,Declined,Consumer,Interest Bearing,93047906
589,8/10/2023,Indiana,Gloria Farrell,5902,7612965,2,18,125,8,Talon Harris,ED Loan,63802053,Declined,Consumer,Interest Bearing,70916348
590,5/31/2023,Georgia,Channing Rivas,2307,7147792,3,5,115,5,Talon Harris,ED Loan,34038947,Declined,Consumer,Interest Bearing,78950605
591,11/24/2022,Maryland,Indira Solomon,4519,3726856,3,15,1391,1,Talon Harris,ED Loan,3521594,Declined,Consumer,Interest Bearing,81342981
592,3/11/2023,Utah,Kevyn Patrick,7547,7926390,2,14,569,2,Talon Harris,ED Loan,35880042,Declined,Consumer,Interest Bearing,97315506
593,2/3/2022,Nevada,Cody Montoya,3662,7017403,5,22,362,2,Talon Harris,ED Loan,63706307,Declined,Consumer,Interest Bearing,79852633
594,6/12/2022,Illinois,Mallory Anderson,8380,6964713,0,21,1260,4,Talon Harris,ED Loan,40710066,Declined,Consumer,Interest Bearing,58686113
595,7/16/2022,Kansas,Aaron Chase,6413,5657757,5,21,435,1,Talon Harris,ED Loan,62432352,Declined,Consumer,Interest Bearing,96545335
596,2/11/2022,Colorado,Chancellor Cummings,9168,4869749,5,23,1461,7,Talon Harris,ED Loan,66114264,Declined,Consumer,Interest Bearing,92878841
597,6/29/2023,Delaware,Jameson George,2254,3291091,3,21,162,0,Talon Harris,ED Loan,74715802,Declined,Consumer,Interest Bearing,61818578
598,4/15/2022,Michigan,Nathaniel Reed,5090,3964946,1,19,1419,5,Talon Harris,ED Loan,78548293,Declined,Consumer,Interest Bearing,58542958
599,12/19/2022,Hawaii,Chava Snow,1365,5597116,3,5,404,7,Talon Harris,ED Loan,20856891,Declined,Consumer,Interest Bearing,85996163
600,10/23/2022,Wyoming,Lawrence Aguilar,3421,3739778,3,19,1419,5,Talon Harris,ED Loan,26079127,Declined,Consumer,Interest Bearing,69299414
601,8/10/2022,Mississippi,Camden Moody,5940,4274931,2,15,1341,2,Talon Harris,ED Loan,28895132,Declined,Consumer,Interest Bearing,74063834
602,7/16/2022,Illinois,Lillith Pitts,9499,3313766,2,5,1334,4,Talon Harris,ED Loan,47698460,Declined,Consumer,Interest Bearing,81456803
603,12/21/2021,Arizona,Chiquita Gallagher,7300,8842038,2,9,623,4,Talon Harris,ED Loan,40218777,Declined,Consumer,Interest Bearing,75077249
604,6/29/2023,Utah,Harper Frost,4903,3640914,1,22,1287,5,Talon Harris,ED Loan,41994615,Declined,Consumer,Interest Bearing,57295399
605,8/20/2022,Delaware,Tarik Harrison,3618,8435888,4,15,1392,5,Talon Harris,ED Loan,3404015,Declined,Consumer,Interest Bearing,79043169
606,6/2/2023,Indiana,Emerson Lucas,7211,8696023,2,4,259,6,Talon Harris,ED Loan,13998444,Declined,Consumer,Interest Bearing,67666221
607,9/23/2022,Nevada,Jessica Allen,2127,9504589,3,9,719,0,Talon Harris,ED Loan,41193333,Declined,Consumer,Interest Bearing,93990120
608,12/25/2022,Louisiana,Alexandra Marquez,1866,3626518,1,21,525,6,Talon Harris,ED Loan,35356932,Declined,Consumer,Interest Bearing,56898404
609,10/4/2022,Louisiana,Slade Horne,5230,1282934,5,21,981,7,Talon Harris,ED Loan,31490789,Declined,Consumer,Interest Bearing,59470994
610,10/12/2022,Kentucky,Amos Alvarado,1990,6181310,4,3,786,7,Talon Harris,ED Loan,23499583,Declined,Consumer,Interest Bearing,91612654
611,2/9/2023,Montana,Yuri Peterson,5256,3346964,1,1,634,7,Talon Harris,ED Loan,31132555,Declined,Consumer,Interest Bearing,77945206
612,5/24/2023,Tennessee,Maya Alston,7908,4898296,0,24,371,3,Talon Harris,ED Loan,14096597,Declined,Consumer,Interest Bearing,74958966
613,4/26/2022,Connecticut,Holly Griffith,5225,5163292,4,2,241,6,Talon Harris,ED Loan,57465925,Declined,Consumer,Interest Bearing,73681160
614,12/30/2022,California,Rama Hicks,2968,9339527,1,0,1186,0,Talon Harris,ED Loan,1844764,Declined,Consumer,Interest Bearing,73002670
615,11/19/2022,Virginia,Ezekiel Case,8913,6885389,4,20,405,6,Talon Harris,ED Loan,84648180,Declined,Business,Interest Bearing,81101538
616,12/9/2022,Ohio,Eliana Hooper,4066,3352200,0,0,1403,8,Talon Harris,ED Loan,27288882,Declined,Business,Interest Bearing,60304201
617,2/26/2022,Connecticut,Rana Skinner,7345,5299414,4,17,433,7,Talon Harris,ED Loan,11066577,Declined,Business,Interest Bearing,94942791
618,5/26/2023,Delaware,Asher Wright,6865,5125245,5,12,919,6,Talon Harris,ED Loan,88957394,Declined,Business,Interest Bearing,93829644
619,1/27/2023,Louisiana,Ishmael Schroeder,1331,8446663,5,20,233,4,Talon Harris,ED Loan,24096888,Declined,Business,Interest Bearing,58989447
620,1/17/2023,Alabama,Anjolie Avila,2564,8697961,1,14,1286,6,Talon Harris,ED Loan,59515698,Declined,Business,Interest Bearing,62676207
621,12/10/2021,Vermont,Germaine Sheppard,4599,7245202,4,22,1312,3,Talon Harris,ED Loan,36448725,Declined,Business,Interest Bearing,65370503
622,5/24/2022,Oregon,Wilma May,4143,5997891,1,9,198,8,Talon Harris,ED Loan,79530167,Declined,Business,Interest Bearing,57667493
623,3/25/2023,Tennessee,Cairo Malone,3584,7829138,4,19,549,0,Talon Harris,ED Loan,63343722,Declined,Business,Interest Bearing,75901312
624,1/23/2022,Arizona,Barrett Bryant,5644,3967453,1,11,680,7,Talon Harris,ED Loan,51309900,Declined,Business,Interest Bearing,85692131
625,6/3/2022,Pennsylvania,Joy Mason,2955,2247109,0,1,1425,1,Dominique Vargas,ED Loan,16967891,Declined,Business,Interest Bearing,97258142
626,5/13/2022,Florida,Fritz Henderson,6323,3294023,2,19,800,1,Wang Pearson,ED Loan,60627648,Declined,Business,Interest Bearing,76954227
627,2/8/2023,Massachusetts,Timon O'donnell,3161,7915638,2,15,945,4,Tanisha Mccray,ED Loan,65885854,Declined,Business,Interest Bearing,75951476
628,4/18/2023,Oklahoma,Henry Howell,9303,5588009,2,11,67,2,Samuel Manning,ED Loan,20292165,Declined,Business,Interest Bearing,93524052
629,6/18/2022,Kentucky,Kylie Whitfield,4374,7612894,5,3,1421,7,Odette Pierce,ED Loan,13744877,Declined,Business,Interest Bearing,78027421
630,3/8/2022,Virginia,Aaron Riggs,4559,8833908,4,13,922,6,Talon Harris,ED Loan,36762692,Declined,Business,Interest Bearing,96528550
631,4/8/2023,Oklahoma,Kirby Cameron,1663,6583828,3,18,1310,6,Jaime Larson,ED Loan,30212100,Declined,Business,Interest Bearing,94943483
632,10/30/2022,Kentucky,Lilah Noble,1957,5752910,3,2,219,2,Dean England,ED Loan,33874046,Declined,Business,Interest Bearing,92679189
633,5/16/2022,Wyoming,Omar Becker,8397,5855850,4,24,536,1,Odysseus Whitney,ED Loan,68209436,Declined,Business,Interest Bearing,94588284
634,1/3/2023,Montana,Jerry Douglas,7185,9126246,3,14,653,0,Coby Burris,ED Loan,66844124,Declined,Business,Interest Bearing,62332169
635,5/29/2022,Maryland,Kennedy Tanner,2304,7448544,2,14,1309,2,Jael Gilmore,ED Loan,47379812,Declined,Business,Interest Bearing,70680054
636,3/13/2023,Wisconsin,Ria Sutton,1757,5188811,5,3,1049,4,Jin Nunez,ED Loan,68548547,Declined,Business,Interest Bearing,92415778
637,7/27/2023,Connecticut,Scarlett Holden,7944,4615270,1,16,843,7,Samantha Garcia,ED Loan,7607109,Declined,Business,Interest Bearing,89631825
638,12/23/2021,Idaho,Aladdin Franklin,9442,4772545,2,18,395,5,Veda Melendez,ED Loan,11917314,Declined,Business,Interest Bearing,94548249
639,8/25/2023,Missouri,Dexter Mccormick,9127,1954596,1,10,1163,3,Dean England,ED Loan,75914701,Declined,Business,Interest Bearing,71597564
640,10/4/2022,Maine,Cailin Crawford,6173,7931398,2,14,806,2,Odysseus Whitney,ED Loan,50787538,Declined,Business,Interest Bearing,75317478
641,5/29/2022,Washington,Chaim Combs,3870,8379870,2,22,1208,6,Coby Burris,ED Loan,2924326,Declined,Business,Interest Bearing,77886441
642,3/8/2022,Montana,Octavia Melton,6446,6464219,5,18,850,2,Jael Gilmore,ED Loan,84207152,Declined,Business,Interest Bearing,85215218
643,8/25/2022,Georgia,Ishmael Boyle,5561,3682328,4,5,97,7,Jin Nunez,ED Loan,66496511,Declined,Business,Interest Bearing,78867541
644,5/26/2023,Idaho,Damon Gonzalez,7218,9325298,4,11,910,8,Samantha Garcia,ED Loan,11717592,Declined,Business,Interest Bearing,73020645
645,12/8/2022,Michigan,Beck Small,5015,9412657,4,3,327,8,Veda Melendez,ED Loan,11719985,Declined,Business,Interest Bearing,94750298
646,4/27/2023,Montana,Colby Kaufman,4814,8471797,4,0,831,6,Veda Melendez,ED Loan,65015466,Declined,Business,Interest Bearing,92866160
647,7/5/2023,Texas,Solomon Kemp,4608,7542509,2,17,326,3,Veda Melendez,ED Loan,25533892,Declined,Business,Interest Bearing,64549463
648,12/13/2022,Iowa,Madaline Velez,4220,9485909,1,1,1323,1,Veda Melendez,ED Loan,71047320,Declined,Business,Interest Bearing,83794950
649,5/25/2022,Oklahoma,Ignatius Hoffman,2504,1286267,1,7,1461,7,Veda Melendez,ED Loan,69264522,Declined,Business,Interest Bearing,59395311
650,12/5/2021,Maryland,Jacob Tran,4803,7361080,1,3,163,5,Veda Melendez,ED Loan,48420173,Declined,Business,Interest Bearing,90305884
651,10/2/2022,Louisiana,Macaulay Payne,5958,4201247,2,22,510,0,Veda Melendez,ED Loan,80826640,Declined,Business,Interest Bearing,80862220
652,7/16/2023,Ohio,Lynn Dotson,3881,4994741,3,5,428,4,Veda Melendez,ED Loan,31463576,Declined,Business,Interest Bearing,64386651
653,6/20/2023,Michigan,Ishmael Noel,3316,6643020,4,16,1483,7,Veda Melendez,ED Loan,46392949,Declined,Business,Interest Bearing,69358717
654,8/8/2022,Delaware,Cecilia Molina,6936,4096835,4,19,1268,6,Veda Melendez,ED Loan,88027131,Declined,Business,Interest Bearing,70551731
655,11/13/2022,Delaware,Harper Miles,5430,9321734,3,15,355,3,Veda Melendez,ED Loan,8108374,Declined,Business,Interest Bearing,84573832
656,6/16/2022,Michigan,Merrill Holden,8936,4690042,0,9,761,4,Veda Melendez,ED Loan,13436696,Declined,Business,Interest Bearing,81989881
657,11/25/2022,Montana,Malik Lawrence,2673,8291644,4,6,698,7,Veda Melendez,ED Loan,82426866,Declined,Business,Interest Bearing,58092682
658,8/19/2023,Montana,Kasimir Wiley,3254,3187546,2,3,1180,2,Veda Melendez,ED Loan,45206457,Declined,Business,Interest Bearing,57203423
659,3/1/2023,Vermont,Seth Jefferson,9186,2621078,4,24,1475,1,Veda Melendez,ED Loan,42125479,Declined,Business,Interest Bearing,83010052
660,2/15/2022,Connecticut,Isaac Nielsen,7483,5527518,3,19,601,4,Veda Melendez,ED Loan,29457061,Declined,Business,Interest Bearing,66829833
661,8/28/2022,Minnesota,Graiden Madden,1614,2965349,2,1,123,1,Veda Melendez,ED Loan,11191948,Declined,Business,Interest Bearing,56849105
662,3/18/2022,Wisconsin,Sarah Alexander,6190,3627638,3,16,258,3,Veda Melendez,ED Loan,10482304,Declined,Business,Interest Bearing,96360722
663,8/22/2023,Kentucky,Stewart Hawkins,3473,2337869,2,7,578,3,Veda Melendez,ED Loan,52479779,Declined,Business,Interest Bearing,94593843
664,3/29/2023,Idaho,Cleo Kelly,8419,2865789,3,17,610,3,Veda Melendez,ED Loan,86849861,Declined,Business,Interest Bearing,57834182
665,1/11/2022,Illinois,Galvin Spence,7849,8248672,2,14,995,7,Veda Melendez,ED Loan,33888191,Declined,Business,Interest Bearing,61799900
666,3/20/2022,Mississippi,Penelope Sweeney,3497,9238109,1,5,669,4,Veda Melendez,ED Loan,31893054,Declined,Business,Interest Bearing,97081342
667,8/25/2022,Maryland,Inga Bridges,5643,6720386,4,11,173,2,Veda Melendez,ED Loan,53522232,Declined,Business,Interest Bearing,73532075
668,12/25/2022,Wyoming,Tanner Levy,4240,8542508,1,7,338,1,Veda Melendez,ED Loan,52271572,Declined,Business,Interest Bearing,66580308
669,12/27/2022,Wisconsin,Brynne Mcintosh,4410,1448306,3,19,1017,2,Veda Melendez,ED Loan,85230302,Declined,Business,Interest Bearing,90326644
670,8/10/2023,Montana,Naomi Whitehead,4138,4992756,1,2,1217,2,Veda Melendez,ED Loan,61229697,Declined,Business,Interest Bearing,57092714
671,3/26/2023,Maine,Harrison Gross,8769,2495228,2,7,668,0,Veda Melendez,ED Loan,300386,Declined,Business,Interest Bearing,63623299
672,2/7/2022,Nebraska,Candace Navarro,9495,5964089,4,20,485,6,Veda Melendez,ED Loan,72668193,Declined,Business,Interest Bearing,98678423
673,3/21/2022,Idaho,Kasper Skinner,2834,7214629,0,1,916,1,Veda Melendez,ED Loan,50277839,Declined,Business,Interest Bearing,83317639
674,12/14/2021,Oklahoma,Nicole Daniel,2134,6439464,2,1,264,0,Veda Melendez,ED Loan,9513542,Declined,Business,Interest Bearing,81727980
675,12/1/2021,Wyoming,Lila Horton,2817,5406680,4,8,860,3,Veda Melendez,ED Loan,32943793,Declined,Business,Interest Bearing,62127837
676,2/5/2023,Ohio,Chantale Ortiz,4606,5557766,2,23,257,7,Veda Melendez,ED Loan,47794077,Declined,Business,Interest Bearing,69035377
677,3/1/2023,Colorado,Leroy Robertson,6356,1957617,1,7,534,3,Veda Melendez,ED Loan,9633432,Declined,Business,Interest Bearing,76095990
678,9/9/2022,Nevada,Fulton Lowery,8818,6944807,4,8,910,4,Veda Melendez,ED Loan,31902932,Declined,Business,Interest Bearing,79177782
679,7/3/2022,Louisiana,Robert Murphy,2468,7997756,4,19,54,3,Veda Melendez,ED Loan,65925248,Declined,Business,Interest Bearing,62794709
680,1/5/2022,Georgia,Lila Waters,7871,6019200,4,7,165,3,Veda Melendez,ED Loan,73749806,Declined,Business,Interest Bearing,65220019
681,1/3/2022,Michigan,Bree Crosby,8430,1981135,1,10,1311,6,Veda Melendez,ED Loan,81737555,Declined,Business,Interest Bearing,60585031
682,4/24/2022,Arkansas,Ariana Berger,4582,8763610,5,17,863,3,Veda Melendez,ED Loan,46959296,Declined,Business,Interest Bearing,81283399
683,2/24/2022,Alabama,Lamar Knowles,4087,8114034,2,18,555,4,Veda Melendez,ED Loan,56163254,Declined,Business,Interest Bearing,58223973
684,5/11/2022,Pennsylvania,Bevis Stone,9376,8789315,1,19,335,5,Veda Melendez,ED Loan,86478759,Declined,Business,Interest Bearing,79798472
685,4/26/2023,Oregon,Belle Gillespie,7169,8624480,4,21,123,4,Veda Melendez,ED Loan,40215659,Declined,Business,Interest Bearing,58009296
686,3/20/2022,Maryland,Brian Burks,8525,7704573,0,8,563,0,Veda Melendez,ED Loan,40964265,Declined,Business,Interest Bearing,79754635
687,4/30/2022,Michigan,Cheyenne Raymond,2334,6357135,0,22,1492,5,Veda Melendez,ED Loan,68294163,Declined,Business,Interest Bearing,74415665
688,2/17/2022,Montana,Rylee Shannon,6513,9339424,2,8,1461,4,Veda Melendez,ED Loan,16865355,Declined,Business,Interest Bearing,79534433
689,4/1/2023,Pennsylvania,Mercedes Dillard,4876,3433593,4,6,839,1,Veda Melendez,ED Loan,24592555,Declined,Business,Interest Bearing,66463910
690,5/6/2022,Oregon,Iliana Casey,5859,2157482,3,21,468,1,Veda Melendez,ED Loan,47708385,Declined,Business,Interest Bearing,95349633
691,3/13/2022,California,Lee Fletcher,7746,5578403,2,18,521,4,Veda Melendez,ED Loan,25856010,Declined,Business,Interest Bearing,58104276
692,10/26/2022,Florida,Willow Hobbs,6215,5985195,2,2,894,5,Veda Melendez,ED Loan,67733187,Declined,Business,Interest Bearing,60327619
693,12/31/2022,Georgia,Christian Alston,4890,5709278,0,13,218,2,Veda Melendez,ED Loan,52883346,Declined,Business,Interest Bearing,85670333
694,3/27/2022,Nebraska,Paki Cooper,2608,4414804,5,7,59,1,Veda Melendez,ED Loan,63451271,Declined,Business,Interest Bearing,60494679
695,3/1/2022,Wisconsin,Madaline Osborne,6631,6245269,5,19,1133,3,Veda Melendez,ED Loan,19771495,Declined,Business,Interest Bearing,76126761
696,9/12/2022,Nevada,Candice Bishop,1319,9520360,1,2,1287,4,Veda Melendez,ED Loan,51483375,Declined,Business,Interest Bearing,95959622
697,4/27/2023,Florida,Jameson Ballard,5884,3744487,4,5,790,2,Veda Melendez,ED Loan,59927113,Declined,Business,Interest Bearing,74897788
698,2/4/2022,Minnesota,Marshall Bowman,6838,6614462,2,11,1483,6,Veda Melendez,ED Loan,61391195,Declined,Business,Interest Bearing,67110133
699,9/22/2022,Montana,Bradley Downs,3594,1784499,4,1,1305,6,Veda Melendez,ED Loan,19755404,Declined,Business,Interest Bearing,60221441
700,8/17/2023,Hawaii,Keely Farley,4286,6999625,3,12,1486,7,Veda Melendez,ED Loan,36751964,Declined,Business,Interest Bearing,93692249
701,5/20/2023,Idaho,Andrew Melton,6974,6813754,3,3,586,2,Veda Melendez,ED Loan,39222086,Declined,Business,Interest Bearing,66737514
702,2/24/2022,Nevada,Lavinia Sanford,7550,6778888,1,14,1312,6,Veda Melendez,ED Loan,38382242,Declined,Business,Interest Bearing,62483632
703,4/2/2022,Wisconsin,Anthony Alvarado,1607,3011371,1,17,662,7,Veda Melendez,ED Loan,14582321,Declined,Business,Interest Bearing,98151832
704,7/20/2022,Indiana,Lila Mason,2530,2179365,1,22,163,0,Veda Melendez,ED Loan,58846655,Declined,Business,Interest Bearing,85984831
705,5/2/2023,Illinois,Aretha Duke,5772,4357803,2,11,745,5,Veda Melendez,ED Loan,44088502,Declined,Business,Interest Bearing,78848815
706,3/31/2023,Virginia,Armand Gutierrez,6055,6363955,4,14,319,3,Veda Melendez,ED Loan,78424059,Declined,Business,Interest Bearing,91527635
707,4/20/2023,Indiana,Alea Wooten,9454,7894545,3,22,290,7,Veda Melendez,ED Loan,44906587,Declined,Business,Interest Bearing,69338014
